,icd_code,icd_version,description
508,E8499  ,9,Accidents occurring in unspecified place
509,0417   ,9,Pseudomonas infection in conditions classified elsewhere and of unspecified site
510,1541   ,9,Malignant neoplasm of rectum
511,5693   ,9,Hemorrhage of rectum and anus
512,5921   ,9,Calculus of ureter
513,3383   ,9,Neoplasm related pain (acute) (chronic)
514,56942  ,9,Anal or rectal pain
515,2800   ,9,Iron deficiency anemia secondary to blood loss (chronic)
516,V8741  ,9,Personal history of antineoplastic chemotherapy
517,V1351  ,9,Personal history of pathologic fracture
518,V446   ,9,Other artificial opening of urinary tract status
519,T8131XA,10,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
520,R6521  ,10,Severe sepsis with septic shock
521,G9340  ,10,"Encephalopathy, unspecified"
522,C9000  ,10,Multiple myeloma not having achieved remission
523,J910   ,10,Malignant pleural effusion
524,K5660  ,10,Unspecified intestinal obstruction
525,C786   ,10,Secondary malignant neoplasm of retroperitoneum and peritoneum
526,C7889  ,10,Secondary malignant neoplasm of other digestive organs
527,C211   ,10,Malignant neoplasm of anal canal
528,E46    ,10,Unspecified protein-calorie malnutrition
529,Q620   ,10,Congenital hydronephrosis
530,T814XXA,10,"Infection following a procedure, initial encounter"
531,T8359XA,10,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, initial encounter"
532,N12    ,10,"Tubulo-interstitial nephritis, not specified as acute or chronic"
533,B3749  ,10,Other urogenital candidiasis
534,K311   ,10,Adult hypertrophic pyloric stenosis
535,E8809  ,10,"Other disorders of plasma-protein metabolism, not elsewhere classified"
536,I482   ,10,Chronic atrial fibrillation
537,M179   ,10,"Osteoarthritis of knee, unspecified"
538,B9562  ,10,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere
539,Z433   ,10,Encounter for attention to colostomy
540,R310   ,10,Gross hematuria
541,Z6838  ,10,"Body mass index (BMI) 38.0-38.9, adult"
542,Y848   ,10,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
543,B965   ,10,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
544,59972  ,9,Microscopic hematuria
545,7919   ,9,Other nonspecific findings on examination of urine
546,28412  ,9,Other drug-induced pancytopenia
547,2555   ,9,Other adrenal hypofunction
548,5934   ,9,Other ureteric obstruction
549,28529  ,9,Anemia of other chronic disease
550,E9320  ,9,Adrenal cortical steroids causing adverse effects in therapeutic use
551,78079  ,9,Other malaise and fatigue
552,2768   ,9,Hypopotassemia
553,34839  ,9,Other encephalopathy
554,V8531  ,9,"Body Mass Index 31.0-31.9, adult"
555,71536  ,9,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg"
556,1548   ,9,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"
557,56400  ,9,"Constipation, unspecified"
558,7840   ,9,Headache
559,29040  ,9,"Vascular dementia, uncomplicated"
560,3668   ,9,Other cataract
561,V1301  ,9,Personal history of urinary calculi
562,33989  ,9,Other headache syndromes
563,E9426  ,9,Other antihypertensive agents causing adverse effects in therapeutic use
564,7812   ,9,Abnormality of gait
565,7837   ,9,Adult failure to thrive
566,V1302  ,9,"Personal history, urinary (tract) infection"
567,0088   ,9,"Intestinal infection due to other organism, not elsewhere classified"
568,47819  ,9,Other disease of nasal cavity and sinuses
569,3320   ,9,Paralysis agitans
570,42781  ,9,Sinoatrial node dysfunction
571,V5864  ,9,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
572,4370   ,9,Cerebral atherosclerosis
573,R001   ,10,"Bradycardia, unspecified"
574,F0391  ,10,Unspecified dementia with behavioral disturbance
575,I2582  ,10,Chronic total occlusion of coronary artery
576,I350   ,10,Nonrheumatic aortic (valve) stenosis
577,42613  ,9,Other second degree atrioventricular block
578,7244   ,9,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
579,45981  ,9,"Venous (peripheral) insufficiency, unspecified"
580,3829   ,9,Unspecified otitis media
581,3831   ,9,Chronic mastoiditis
582,78062  ,9,Postprocedural fever
583,V1253  ,9,Personal history of sudden cardiac arrest
584,29900  ,9,"Autistic disorder, current or active state"
585,03842  ,9,Septicemia due to escherichia coli [E. coli]
586,78551  ,9,Cardiogenic shock
587,570    ,9,Acute and subacute necrosis of liver
588,34830  ,9,"Encephalopathy, unspecified"
589,5761   ,9,Cholangitis
590,75169  ,9,"Other anomalies of gallbladder, bile ducts, and liver"
591,4254   ,9,Other primary cardiomyopathies
592,7906   ,9,Other abnormal blood chemistry
593,79029  ,9,Other abnormal glucose
594,5939   ,9,Unspecified disorder of kidney and ureter
595,2749   ,9,"Gout, unspecified"
596,58389  ,9,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"
597,1560   ,9,Malignant neoplasm of gallbladder
598,1978   ,9,Secondary malignant neoplasm of other digestive organs and spleen
599,57512  ,9,Acute and chronic cholecystitis
600,V8535  ,9,"Body Mass Index 35.0-35.9, adult"
601,53541  ,9,"Other specified gastritis, with hemorrhage"
602,2111   ,9,Benign neoplasm of stomach
603,43889  ,9,Other late effects of cerebrovascular disease
604,7210   ,9,Cervical spondylosis without myelopathy
605,V1006  ,9,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
606,V4502  ,9,Automatic implantable cardiac defibrillator in situ
607,70724  ,9,"Pressure ulcer, stage IV"
608,7907   ,9,Bacteremia
609,70703  ,9,"Pressure ulcer, lower back"
610,04112  ,9,Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site
611,V443   ,9,Colostomy status
612,V440   ,9,Tracheostomy status
613,V1551  ,9,Personal history of traumatic fracture
614,V1588  ,9,History of fall
615,03812  ,9,Methicillin resistant Staphylococcus aureus septicemia
616,51883  ,9,Chronic respiratory failure
617,70710  ,9,"Ulcer of lower limb, unspecified"
618,0413   ,9,Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site
619,71906  ,9,"Effusion of joint, lower leg"
620,V0254  ,9,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
621,53783  ,9,Angiodysplasia of stomach and duodenum with hemorrhage
622,V4501  ,9,Cardiac pacemaker in situ
623,53240  ,9,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction"
624,2760   ,9,Hyperosmolality and/or hypernatremia
625,4260   ,9,"Atrioventricular block, complete"
626,53649  ,9,Other gastrostomy complications
627,V667   ,9,Encounter for palliative care
628,1969   ,9,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
629,E9444  ,9,Other diuretics causing adverse effects in therapeutic use
630,5789   ,9,"Hemorrhage of gastrointestinal tract, unspecified"
631,V4611  ,9,"Dependence on respirator, status"
632,79001  ,9,Precipitous drop in hematocrit
633,59970  ,9,"Hematuria, unspecified"
634,V442   ,9,Ileostomy status
635,V551   ,9,Attention to gastrostomy
636,V550   ,9,Attention to tracheostomy
637,48241  ,9,Methicillin susceptible pneumonia due to Staphylococcus aureus
638,1120   ,9,Candidiasis of mouth
639,28984  ,9,Heparin-induced thrombocytopenia (HIT)
640,V1005  ,9,Personal history of malignant neoplasm of large intestine
641,7824   ,9,"Jaundice, unspecified, not of newborn"
642,2839   ,9,"Acquired hemolytic anemia, unspecified"
643,40310  ,9,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
644,8602   ,9,Traumatic hemothorax without mention of open wound into thorax
645,5070   ,9,Pneumonitis due to inhalation of food or vomitus
646,80708  ,9,Closed fracture of eight or more ribs
647,E8809  ,9,Accidental fall on or from other stairs or steps
648,85011  ,9,"Concussion, with loss of consciousness of 30 minutes or less"
649,25541  ,9,Glucocorticoid deficiency
650,81002  ,9,Closed fracture of shaft of clavicle
651,8738   ,9,Other and unspecified open wound of head without mention of complication
652,V553   ,9,Attention to colostomy
653,V5332  ,9,Fitting and adjustment of automatic implantable cardiac defibrillator
654,0416   ,9,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
655,04111  ,9,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site
656,V1046  ,9,Personal history of malignant neoplasm of prostate
657,V1072  ,9,Personal history of hodgkin's disease
658,V422   ,9,Heart valve replaced by transplant
659,3968   ,9,Multiple involvement of mitral and aortic valves
660,4142   ,9,Chronic total occlusion of coronary artery
661,V1079  ,9,Personal history of other lymphatic and hematopoietic neoplasms
662,I110   ,10,Hypertensive heart disease with heart failure
663,I5022  ,10,Chronic systolic (congestive) heart failure
664,R21    ,10,Rash and other nonspecific skin eruption
665,I6522  ,10,Occlusion and stenosis of left carotid artery
666,Z952   ,10,Presence of prosthetic heart valve
667,Z8571  ,10,Personal history of Hodgkin lymphoma
668,Z8546  ,10,Personal history of malignant neoplasm of prostate
669,I6521  ,10,Occlusion and stenosis of right carotid artery
670,I081   ,10,Rheumatic disorders of both mitral and tricuspid valves
671,V4577  ,9,"Acquired absence of organ, genital organs"
672,K2971  ,10,"Gastritis, unspecified, with bleeding"
673,F05    ,10,Delirium due to known physiological condition
674,I701   ,10,Atherosclerosis of renal artery
675,G40409 ,10,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus"
676,Z720   ,10,Tobacco use
677,B9620  ,10,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
678,K5903  ,10,Drug induced constipation
679,T402X5A,10,"Adverse effect of other opioids, initial encounter"
680,Y92230 ,10,Patient room in hospital as the place of occurrence of the external cause
681,K31811 ,10,Angiodysplasia of stomach and duodenum with bleeding
682,B1910  ,10,Unspecified viral hepatitis B without hepatic coma
683,G629   ,10,"Polyneuropathy, unspecified"
684,F1120  ,10,"Opioid dependence, uncomplicated"
685,I452   ,10,Bifascicular block
686,G40909 ,10,"Epilepsy, unspecified, not intractable, without status epilepticus"
687,I951   ,10,Orthostatic hypotension
688,F319   ,10,"Bipolar disorder, unspecified"
689,Q2733  ,10,Arteriovenous malformation of digestive system vessel
690,W01198A,10,"Fall on same level from slipping, tripping and stumbling with subsequent striking against other object, initial encounter"
691,Y92008 ,10,Other place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
692,M5416  ,10,"Radiculopathy, lumbar region"
693,K2270  ,10,Barrett's esophagus without dysplasia
694,R110   ,10,Nausea
695,I69398 ,10,Other sequelae of cerebral infarction
696,R531   ,10,Weakness
697,R42    ,10,Dizziness and giddiness
698,N3090  ,10,"Cystitis, unspecified without hematuria"
699,I459   ,10,"Conduction disorder, unspecified"
700,E440   ,10,Moderate protein-calorie malnutrition
701,R569   ,10,Unspecified convulsions
702,I150   ,10,Renovascular hypertension
703,R2681  ,10,Unsteadiness on feet
704,T448X5A,10,"Adverse effect of centrally-acting and adrenergic-neuron-blocking agents, initial encounter"
705,R109   ,10,Unspecified abdominal pain
706,F1011  ,10,"Alcohol abuse, in remission"
707,K8510  ,10,Biliary acute pancreatitis without necrosis or infection
708,K8064  ,10,Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction
709,I160   ,10,Hypertensive urgency
710,Z95820 ,10,Peripheral vascular angioplasty status with implants and grafts
711,J95821 ,10,Acute postprocedural respiratory failure
712,I81    ,10,Portal vein thrombosis
713,T82868A,10,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter"
714,K766   ,10,Portal hypertension
715,I8510  ,10,Secondary esophageal varices without bleeding
716,K740   ,10,Hepatic fibrosis
717,I864   ,10,Gastric varices
718,D6959  ,10,Other secondary thrombocytopenia
719,Y838   ,10,"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
720,K7460  ,10,Unspecified cirrhosis of liver
721,Y92238 ,10,Other place in hospital as the place of occurrence of the external cause
722,42612  ,9,Mobitz (type) II atrioventricular block
723,2662   ,9,Other B-complex deficiencies
724,9971   ,9,"Cardiac complications, not elsewhere classified"
725,71594  ,9,"Osteoarthrosis, unspecified whether generalized or localized, hand"
726,3659   ,9,Unspecified glaucoma
727,7224   ,9,Degeneration of cervical intervertebral disc
728,72252  ,9,Degeneration of lumbar or lumbosacral intervertebral disc
729,V1011  ,9,Personal history of malignant neoplasm of bronchus and lung
730,V1083  ,9,Personal history of other malignant neoplasm of skin
731,V173   ,9,Family history of ischemic heart disease
732,V113   ,9,Personal history of alcoholism
733,1625   ,9,"Malignant neoplasm of lower lobe, bronchus or lung"
734,78321  ,9,Loss of weight
735,V851   ,9,"Body Mass Index between 19-24, adult"
736,79022  ,9,Impaired glucose tolerance test (oral)
737,30393  ,9,"Other and unspecified alcohol dependence, in remission"
738,7213   ,9,Lumbosacral spondylosis without myelopathy
739,3569   ,9,Unspecified hereditary and idiopathic peripheral neuropathy
740,78442  ,9,Dysphonia
741,78820  ,9,"Retention of urine, unspecified"
742,2752   ,9,Disorders of magnesium metabolism
743,K920   ,10,Hematemesis
744,E8352  ,10,Hypercalcemia
745,E8342  ,10,Hypomagnesemia
746,K7030  ,10,Alcoholic cirrhosis of liver without ascites
747,S12390A,10,"Other displaced fracture of fourth cervical vertebra, initial encounter for closed fracture"
748,J9690  ,10,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia"
749,S27321A,10,"Contusion of lung, unilateral, initial encounter"
750,S14109A,10,"Unspecified injury at unspecified level of cervical spinal cord, initial encounter"
751,S2220XA,10,"Unspecified fracture of sternum, initial encounter for closed fracture"
752,F10121 ,10,Alcohol abuse with intoxication delirium
753,A0472  ,10,"Enterocolitis due to Clostridium difficile, not specified as recurrent"
754,G960   ,10,Cerebrospinal fluid leak
755,S22020A,10,"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture"
756,S12490A,10,"Other displaced fracture of fifth cervical vertebra, initial encounter for closed fracture"
757,S12590A,10,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture"
