NOTE: NEW CODES ARE INTRODUCED IN OCTOBER AND OLD CODES ARE PHASED OUT IN SEPTEMBER.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION'
'0825 ','19 ','Ot Rx eye        ',"DESTRUCTION LID LESION"
'0831 ','19 ','Ot Rx eye        ',"PTOSIS REP-FRONT MUS SUT"
'0832 ','19 ','Ot Rx eye        ',"PTOSIS REP-FRON MUS SLNG"
'0833 ','19 ','Ot Rx eye        ',"PTOSIS REP-LEVAT MUS ADV"
'0834 ','19 ','Ot Rx eye        ',"PTOSIS REP-LEVAT MUS NEC"
'0835 ','19 ','Ot Rx eye        ',"PTOS REP-TARSAL TECHNIQ"
'0836 ','19 ','Ot Rx eye        ',"BLEPHAROPTOS REPAIR NEC"
'0837 ','19 ','Ot Rx eye        ',"REDUC OVERCORRECT PTOSIS"
'0838 ','19 ','Ot Rx eye        ',"CORRECT LID RETRACTION"
'0841 ','19 ','Ot Rx eye        ',"THERMOCAUT/ENTROPION REP"
'0842 ','19 ','Ot Rx eye        ',"SUTURE ENTROPION REPAIR"
'0843 ','19 ','Ot Rx eye        ',"WEDG RESEC ENTROPION REP"
'0844 ','19 ','Ot Rx eye        ',"LID RECONS ENTROPION REP"
'0849 ','19 ','Ot Rx eye        ',"ENTROPION/ECTROP REP NEC"
'0851 ','19 ','Ot Rx eye        ',"CANTHOTOMY"
'0852 ','19 ','Ot Rx eye        ',"BLEPHARORRHAPHY"
'0859 ','19 ','Ot Rx eye        ',"ADJUST LID POSITION NEC"
'0861 ','19 ','Ot Rx eye        ',"LID RECONST W SKIN GRAFT"
'0862 ','19 ','Ot Rx eye        ',"LID RECONST W MUC GRAFT"
'0863 ','19 ','Ot Rx eye        ',"LID RECONST W HAIR GRAFT"
'0864 ','19 ','Ot Rx eye        ',"LID RECON-TARSOCONJ FLAP"
'0869 ','19 ','Ot Rx eye        ',"LID RECONSTR W GRAFT NEC"
'0870 ','19 ','Ot Rx eye        ',"LID RECONSTRUCTION NOS"
'0871 ','19 ','Ot Rx eye        ',"LID MARG RECON-PART THIC"
'0872 ','19 ','Ot Rx eye        ',"LID RECONS-PART THIC NEC"
'0873 ','19 ','Ot Rx eye        ',"LID MARG RECONS FUL THIC"
'0874 ','19 ','Ot Rx eye        ',"LID RECONST-FUL THIC NEC"
'0881 ','19 ','Ot Rx eye        ',"LINEAR REP LID LACER"
'0882 ','19 ','Ot Rx eye        ',"LID MARG LAC RX-PART TH"
'0883 ','19 ','Ot Rx eye        ',"LID LACER RX-PRT TH NEC"
'0884 ','19 ','Ot Rx eye        ',"LID MARG LAC RX-FUL THIC"
'0885 ','19 ','Ot Rx eye        ',"LID LAC RX-FUL THIC NEC"
'0886 ','19 ','Ot Rx eye        ',"LOWER LID RHYTIDECTOMY"
'0887 ','19 ','Ot Rx eye        ',"UPPER LID RHYTIDECTOMY"
'0889 ','19 ','Ot Rx eye        ',"EYELID REPAIR NEC"
'0891 ','19 ','Ot Rx eye        ',"ELECTROSURG LID EPILAT"
'0892 ','19 ','Ot Rx eye        ',"CRYOSURG LID EPILATION"
'0893 ','19 ','Ot Rx eye        ',"EYELID EPILATION NEC"
'0899 ','19 ','Ot Rx eye        ',"EYELID OPERATION NEC"
'090  ','19 ','Ot Rx eye        ',"LACRIMAL GLAND INCISION"
'0920 ','19 ','Ot Rx eye        ',"EXC LACRIMAL GLAND NOS"
'0921 ','19 ','Ot Rx eye        ',"EXCIS LES LACRIMAL GLAND"
'0922 ','19 ','Ot Rx eye        ',"PART DACRYOADENECT NEC"
'0923 ','19 ','Ot Rx eye        ',"TOTAL DACRYOADENECTOMY"
'093  ','19 ','Ot Rx eye        ',"OTHER LACRIMAL GLAND OPS"
'0941 ','19 ','Ot Rx eye        ',"LACRIMAL PUNCTUM PROBE"
'0942 ','19 ','Ot Rx eye        ',"LAC CANALICULI PROBE"
'0943 ','19 ','Ot Rx eye        ',"NASOLACRIMAL DUCT PROBE"
'0944 ','19 ','Ot Rx eye        ',"NASOLAC DUCT INTUBAT"
'0949 ','19 ','Ot Rx eye        ',"LAC PASSAGE MANIP NEC"
'0951 ','19 ','Ot Rx eye        ',"LAC PUNCTUM INCISION"
'0952 ','19 ','Ot Rx eye        ',"LAC CANALICULI INCISION"
'0953 ','19 ','Ot Rx eye        ',"LACRIMAL SAC INCISION"
'0959 ','19 ','Ot Rx eye        ',"LACRIM PASSAGE INCIS NEC"
'096  ','19 ','Ot Rx eye        ',"LACRIM SAC/PASSAGE EXCIS"
'0971 ','19 ','Ot Rx eye        ',"CORRECT EVERTED PUNCTUM"
'0972 ','19 ','Ot Rx eye        ',"PUNCTUM REPAIR NEC"
'0973 ','19 ','Ot Rx eye        ',"CANALICULUS REPAIR"
'0981 ','19 ','Ot Rx eye        ',"DACRYOCYSTORHINOSTOMY"
'0982 ','19 ','Ot Rx eye        ',"CONJUNCTIVOCYSTORHINOST"
'0983 ','19 ','Ot Rx eye        ',"CONJUNCTIVORHINOS W TUBE"
'0991 ','19 ','Ot Rx eye        ',"LAC PUNCTUM OBLITERATION"
'0999 ','19 ','Ot Rx eye        ',"LACRIMAL SYSTEM OP NEC"
'100  ','19 ','Ot Rx eye        ',"INCISE/REMOV CONJUNCT FB"
'101  ','19 ','Ot Rx eye        ',"CONJUNCTIVA INCISION NEC"
'1031 ','19 ','Ot Rx eye        ',"EXCISE CONJUNCTIV LESION"
'1032 ','19 ','Ot Rx eye        ',"DESTRUCT CONJUNC LES NEC"
'1033 ','19 ','Ot Rx eye        ',"OTH CONJUNC DESTRUC PROC"
'1041 ','19 ','Ot Rx eye        ',"SYMBLEPH REP W FREE GRFT"
'1042 ','19 ','Ot Rx eye        ',"GRAFT CONJUNC CUL-DE-SAC"
'1043 ','19 ','Ot Rx eye        ',"CONJUN CUL-DE-SAC RX NEC"
'1044 ','19 ','Ot Rx eye        ',"CONJUNC FREE GRAFT NEC"
'1049 ','19 ','Ot Rx eye        ',"CONJUNCTIVOPLASTY NEC"
'105  ','19 ','Ot Rx eye        ',"CONJUNC/LID ADHESIOLYSIS"
'106  ','19 ','Ot Rx eye        ',"REPAIR CONJUNCT LACERAT"
'1091 ','19 ','Ot Rx eye        ',"SUBCONJUNCTIVAL INJECT"
'1099 ','19 ','Ot Rx eye        ',"CONJUNCTIVAL OP NEC"
'110  ','19 ','Ot Rx eye        ',"MAGNET REMOVAL CORNEA FB"
'111  ','19 ','Ot Rx eye        ',"CORNEAL INCISION"
'1131 ','19 ','Ot Rx eye        ',"PTERYGIUM TRANSPOSITION"
'1132 ','19 ','Ot Rx eye        ',"PTERYG EXC W CORNEA GRFT"
'1139 ','19 ','Ot Rx eye        ',"PTERYGIUM EXCISION NEC"
'1141 ','19 ','Ot Rx eye        ',"MECH REMOV CORNEA EPITH"
'1142 ','19 ','Ot Rx eye        ',"THERMOCAUT CORNEA LESION"
'1143 ','19 ','Ot Rx eye        ',"CRYOTHERAP CORNEA LESION"
'1149 ','19 ','Ot Rx eye        ',"DESTRUCT CORNEA LES NEC"
'1151 ','19 ','Ot Rx eye        ',"SUTURE CORNEA LACERATION"
'1152 ','19 ','Ot Rx eye        ',"REP CORNEA POSTOP DEHISC"
'1153 ','19 ','Ot Rx eye        ',"RX CORNEA LAC W CONJ FLP"
'1159 ','19 ','Ot Rx eye        ',"CORNEAL REPAIR NEC"
'1171 ','19 ','Ot Rx eye        ',"KERATOMELEUSIS"
'1172 ','19 ','Ot Rx eye        ',"KERATOPHAKIA"
'1173 ','19 ','Ot Rx eye        ',"KERATOPROSTHESIS"
'1174 ','19 ','Ot Rx eye        ',"THERMOKERATOPLASTY"
'1175 ','19 ','Ot Rx eye        ',"RADIAL KERATOTOMY (Begin 1989)"
'1176 ','19 ','Ot Rx eye        ',"EPIKERATOPHAKIA (Begin 1989)"
'1179 ','19 ','Ot Rx eye        ',"CORNEA RECONSTRUCT NEC"
'1191 ','19 ','Ot Rx eye        ',"CORNEAL TATTOOING"
'1192 ','19 ','Ot Rx eye        ',"REMOVE CORNEAL IMPLANT"
'1199 ','19 ','Ot Rx eye        ',"CORNEAL OPERATION NEC"
'9651 ','19 ','Ot Rx eye        ',"IRRIGATION OF EYE"
'9731 ','19 ','Ot Rx eye        ',"REMOVE EYE PROSTHESIS"
'1200 ','20 ','Ot intraocul     ',"REMOV ANT SEGMNT FB NOS"
'1201 ','20 ','Ot intraocul     ',"MAGNET REMOV ANT SEG FB"
'1202 ','20 ','Ot intraocul     ',"NONMAG REMOV ANT SEG FB"
'1211 ','20 ','Ot intraocul     ',"IRIDOTOMY W TRANSFIXION"
'1212 ','20 ','Ot intraocul     ',"IRIDOTOMY NEC"
'1213 ','20 ','Ot intraocul     ',"PROLAPSED IRIS EXCISION"
'1214 ','20 ','Ot intraocul     ',"IRIDECTOMY NEC"
'1231 ','20 ','Ot intraocul     ',"GONIOSYNECHIAE LYSIS"
'1232 ','20 ','Ot intraocul     ',"ANT SYNECHIA LYSIS NEC"
'1233 ','20 ','Ot intraocul     ',"POST SYNECHIAE LYSIS"
'1234 ','20 ','Ot intraocul     ',"CORNEOVITREAL ADHESIOLYS"
'1235 ','20 ','Ot intraocul     ',"COREOPLASTY"
'1239 ','20 ','Ot intraocul     ',"IRIDOPLASTY NEC"
'1240 ','20 ','Ot intraocul     ',"REMOV ANT SEGMNT LES NOS"
'1241 ','20 ','Ot intraocul     ',"NONEXC DESTRUC IRIS LES"
'1242 ','20 ','Ot intraocul     ',"EXCISION OF IRIS LESION"
'1243 ','20 ','Ot intraocul     ',"NONEXC DESTR CIL BOD LES"
'1244 ','20 ','Ot intraocul     ',"EXCISE CILIARY BODY LES"
'1281 ','20 ','Ot intraocul     ',"SUTURE SCLERAL LACER"
'1282 ','20 ','Ot intraocul     ',"SCLERAL FISTULA REPAIR"
'1283 ','20 ','Ot intraocul     ',"REVIS ANT SEG OP WND NEC"
'1284 ','20 ','Ot intraocul     ',"DESTRUCT SCLERAL LESION"
'1285 ','20 ','Ot intraocul     ',"REPAIR STAPHYLOM W GRAFT"
'1286 ','20 ','Ot intraocul     ',"REP SCLER STAPHYLOMA NEC"
'1287 ','20 ','Ot intraocul     ',"GRAFT REINFORCE SCLERA"
'1288 ','20 ','Ot intraocul     ',"SCLERA REINFORCEMENT NEC"
'1289 ','20 ','Ot intraocul     ',"SCLERAL OPERATION NEC"
'1291 ','20 ','Ot intraocul     ',"THERAPEUT EVAC ANT CHAMB"
'1292 ','20 ','Ot intraocul     ',"ANTERIOR CHAMBER INJECT"
'1293 ','20 ','Ot intraocul     ',"REMOV EPITHEL DOWNGROWTH"
'1297 ','20 ','Ot intraocul     ',"IRIS OPERATION NEC"
'1298 ','20 ','Ot intraocul     ',"CILIARY BODY OP NEC"
'1299 ','20 ','Ot intraocul     ',"ANTERIOR CHAMBER OP NEC"
'1300 ','20 ','Ot intraocul     ',"REMOVE FB LENS NOS"
'1301 ','20 ','Ot intraocul     ',"MAGNET REMOVE FB LENS"
'1302 ','20 ','Ot intraocul     ',"NONMAGNET REMOVE FB LENS"
'1400 ','20 ','Ot intraocul     ',"REMOV POST SEGMNT FB NOS"
'1401 ','20 ','Ot intraocul     ',"MAGNET REMOV POST SEG FB"
'1402 ','20 ','Ot intraocul     ',"NONMAG REMOV POST SEG FB"
'146  ','20 ','Ot intraocul     ',"REMOV PROS MAT POST SEG"
'1471 ','20 ','Ot intraocul     ',"ANTERIOR REMOV VITREOUS"
'1472 ','20 ','Ot intraocul     ',"VITREOUS REMOVAL NEC"
'1473 ','20 ','Ot intraocul     ',"ANTERIOR MECHAN VITRECT"
'1474 ','20 ','Ot intraocul     ',"MECH VITRECTOMY NEC"
'1475 ','20 ','Ot intraocul     ',"VITREOUS SUBSTITUT INJEC"
'1479 ','20 ','Ot intraocul     ',"VITREOUS OPERATION NEC"
'1481 ','20 ','Ot intraocul     ',"Imp epiretinal prosth (Begin 2013)"
'1482 ','20 ','Ot intraocul     ',"Rem epiretinal prosth (Begin 2013)"
'1483 ','20 ','Ot intraocul     ',"Rev/repl epiretinal pros (Begin 2013)"
'149  ','20 ','Ot intraocul     ',"OTHER POST SEGMENT OPS"
'1511 ','21 ','Ot extraocul     ',"ONE EXTRAOC MUS RECESS"
'1512 ','21 ','Ot extraocul     ',"1 EXTRAOC MUSCL ADVANCE"
'1513 ','21 ','Ot extraocul     ',"1 EXTRAOC MUSCL RESECT"
'1519 ','21 ','Ot extraocul     ',"XTRAOC MUS OP/DETACH NEC"
'1521 ','21 ','Ot extraocul     ',"LENGTHEN 1 EXTRAOC MUSC"
'1522 ','21 ','Ot extraocul     ',"SHORTEN 1 EXTRAOC MUSC"
'1529 ','21 ','Ot extraocul     ',"OP ON 1 EXTRAOC MUSC NEC"
'153  ','21 ','Ot extraocul     ',"TEMP DETACH >1 XTROC MUS"
'154  ','21 ','Ot extraocul     ',"OTH OP ON >L EXTRAOC MUS"
'155  ','21 ','Ot extraocul     ',"EXTRAOCUL MUS TRANSPOSIT"
'156  ','21 ','Ot extraocul     ',"REVIS EXTRAOC MUSC SURG"
'157  ','21 ','Ot extraocul     ',"EXTRAOC MUSC INJ REPAIR"
'159  ','21 ','Ot extraocul     ',"OTH EXTRAOC MUS-TEND OP"
'1601 ','21 ','Ot extraocul     ',"ORBITOTOMY W BONE FLAP"
'1602 ','21 ','Ot extraocul     ',"ORBITOTOMY W IMPLANT"
'1609 ','21 ','Ot extraocul     ',"ORBITOTOMY NEC"
'161  ','21 ','Ot extraocul     ',"REMOVE PENETRAT FB EYE"
'1631 ','21 ','Ot extraocul     ',"EYE EVISC W SYNCH IMPLAN"
'1639 ','21 ','Ot extraocul     ',"EYEBALL EVISCERATION NEC"
'1641 ','21 ','Ot extraocul     ',"EYE ENUC/IMPLAN/MUSC ATT"
'1642 ','21 ','Ot extraocul     ',"EYE ENUC W IMPLANT NEC"
'1649 ','21 ','Ot extraocul     ',"EYEBALL ENUCLEATION NEC"
'1651 ','21 ','Ot extraocul     ',"RADICAL ORBITOMAXILLECT"
'1652 ','21 ','Ot extraocul     ',"ORBIT EXENT W BONE REMOV"
'1659 ','21 ','Ot extraocul     ',"ORBITAL EXENTERATION NEC"
'1661 ','21 ','Ot extraocul     ',"2NDRY OCULAR IMP INSERT"
'1662 ','21 ','Ot extraocul     ',"REVIS/REINSERT OCUL IMP"
'1663 ','21 ','Ot extraocul     ',"REVIS ENUC SOCKET W GRFT"
'1664 ','21 ','Ot extraocul     ',"ENUC SOCKET REVIS NEC"
'1665 ','21 ','Ot extraocul     ',"2NDRY EXENT CAVITY GRAFT"
'1666 ','21 ','Ot extraocul     ',"REVIS EXENTER CAVITY NEC"
'1669 ','21 ','Ot extraocul     ',"2ND OP POST EYE REM NEC"
'1671 ','21 ','Ot extraocul     ',"REMOVE OCULAR IMPLANT"
'1672 ','21 ','Ot extraocul     ',"REMOVE ORBITAL IMPLANT"
'1681 ','21 ','Ot extraocul     ',"REPAIR OF ORBITAL WOUND"
'1682 ','21 ','Ot extraocul     ',"REPAIR EYEBALL RUPTURE"
'1689 ','21 ','Ot extraocul     ',"EYE/ORBIT INJ REPAIR NEC"
'1691 ','21 ','Ot extraocul     ',"RETROBULBAR INJECTION"
'1692 ','21 ','Ot extraocul     ',"EXCISION ORBITAL LESION"
'1693 ','21 ','Ot extraocul     ',"EXCISION EYE LESION NOS"
'1698 ','21 ','Ot extraocul     ',"OPERATION ON ORBIT NEC"
'1699 ','21 ','Ot extraocul     ',"OPERATION ON EYEBALL NEC"
'194  ','22 ','Tympanoplas      ',"MYRINGOPLASTY"
'1952 ','22 ','Tympanoplas      ',"TYPE 2 TYMPANOPLASTY"
'1953 ','22 ','Tympanoplas      ',"TYPE 3 TYMPANOPLASTY"
'1954 ','22 ','Tympanoplas      ',"TYPE 4 TYMPANOPLASTY"
'1955 ','22 ','Tympanoplas      ',"TYPE 5 TYMPANOPLASTY"
'196  ','22 ','Tympanoplas      ',"TYMPANOPLASTY REVISION"
'2001 ','23 ','Myringotomy      ',"MYRINGOTOMY W INTUBATION"
'2009 ','23 ','Myringotomy      ',"MYRINGOTOMY NEC"
'2041 ','24 ','Mastoidectom     ',"SIMPLE MASTOIDECTOMY"
'2042 ','24 ','Mastoidectom     ',"RADICAL MASTOIDECTOMY"
'2049 ','24 ','Mastoidectom     ',"MASTOIDECTOMY NEC"
'1811 ','25 ','Dx procs ear     ',"OTOSCOPY"
'1812 ','25 ','Dx procs ear     ',"EXTERNAL EAR BIOPSY"
'1819 ','25 ','Dx procs ear     ',"EXT EAR DIAGNOS PROC NEC"
'2031 ','25 ','Dx procs ear     ',"ELECTROCOCHLEOGRAPHY"
'2032 ','25 ','Dx procs ear     ',"MID & INNER EAR BIOPSY"
'2039 ','25 ','Dx procs ear     ',"MID/IN EAR DX PROC NEC"
'1801 ','26 ','Ot Rx ear pr     ',"PIERCING OF EAR LOBE"
'1802 ','26 ','Ot Rx ear pr     ',"EXT AUDITORY CANAL INCIS"
'1809 ','26 ','Ot Rx ear pr     ',"EXTERNAL EAR INCIS NEC"
'1821 ','26 ','Ot Rx ear pr     ',"PREAURICULAR SINUS EXCIS"
'1829 ','26 ','Ot Rx ear pr     ',"DESTRUCT EXT EAR LES NEC"
'1831 ','26 ','Ot Rx ear pr     ',"RAD EXCIS EXT EAR LES"
'1839 ','26 ','Ot Rx ear pr     ',"EXCIS EXTERNAL EAR NEC"
'184  ','26 ','Ot Rx ear pr     ',"SUTURE EXT EAR LAC"
'185  ','26 ','Ot Rx ear pr     ',"CORRECTION PROMINENT EAR"
'186  ','26 ','Ot Rx ear pr     ',"EXT AUDIT CANAL RECONSTR"
'1871 ','26 ','Ot Rx ear pr     ',"CONSTRUCTION EAR AURICLE"
'1872 ','26 ','Ot Rx ear pr     ',"REATTACH AMPUTATED EAR"
'1879 ','26 ','Ot Rx ear pr     ',"PLASTIC REP EXT EAR NEC"
'189  ','26 ','Ot Rx ear pr     ',"OTHER EXT EAR OPERATIONS"
'190  ','26 ','Ot Rx ear pr     ',"STAPES MOBILIZATION"
'1911 ','26 ','Ot Rx ear pr     ',"STAPEDECT W REPLAC INCUS"
'1919 ','26 ','Ot Rx ear pr     ',"STAPEDECTOMY NEC"
'1921 ','26 ','Ot Rx ear pr     ',"REV STAPDEC W INCUS REPL"
'1929 ','26 ','Ot Rx ear pr     ',"STAPEDECTOMY REVIS NEC"
'193  ','26 ','Ot Rx ear pr     ',"OSSICULAR CHAIN OP NEC"
'199  ','26 ','Ot Rx ear pr     ',"MIDDLE EAR REPAIR NEC"
'201  ','26 ','Ot Rx ear pr     ',"TYMPANOSTOMY TUBE REMOVE"
'2021 ','26 ','Ot Rx ear pr     ',"MASTOID INCISION"
'2022 ','26 ','Ot Rx ear pr     ',"PETRUS PYRAM AIR CEL INC"
'2023 ','26 ','Ot Rx ear pr     ',"MIDDLE EAR INCISION"
'2051 ','26 ','Ot Rx ear pr     ',"EXCISE MIDDLE EAR LESION"
'2059 ','26 ','Ot Rx ear pr     ',"MIDDLE EAR EXCISION NEC"
'2061 ','26 ','Ot Rx ear pr     ',"INNER EAR FENESTRATION"
'2062 ','26 ','Ot Rx ear pr     ',"REVIS INNER EAR FENESTRA"
'2071 ','26 ','Ot Rx ear pr     ',"ENDOLYMPHATIC SHUNT"
'2072 ','26 ','Ot Rx ear pr     ',"INNER EAR INJECTION"
'2079 ','26 ','Ot Rx ear pr     ',"INC/EXC/DESTR IN EAR NEC"
'208  ','26 ','Ot Rx ear pr     ',"EUSTACHIAN TUBE OPS"
'2091 ','26 ','Ot Rx ear pr     ',"TYMPANOSYMPATHECTOMY"
'2092 ','26 ','Ot Rx ear pr     ',"MASTOIDECTOMY REVISION"
'2093 ','26 ','Ot Rx ear pr     ',"REPAIR OVAL/ROUND WINDOW"
'2094 ','26 ','Ot Rx ear pr     ',"TYMPANIC INJECTION"
'2095 ','26 ','Ot Rx ear pr     ',"ELECMAG HEAR DEV IMPLANT"
'2096 ','26 ','Ot Rx ear pr     ',"IMPLT COCHLEAR PROST NOS (Begin 1986)"
'2097 ','26 ','Ot Rx ear pr     ',"IMP/REP SCHAN COCH PROS (Begin 1986)"
'2098 ','26 ','Ot Rx ear pr     ',"IMP/REP MCHAN COCHL PROS (Begin 1986)"
'2099 ','26 ','Ot Rx ear pr     ',"MID-INNER EAR OPS NEC"
'9611 ','26 ','Ot Rx ear pr     ',"PACK EXT AUDITORY CANAL"
'9652 ','26 ','Ot Rx ear pr     ',"IRRIGATION OF EAR"
'2100 ','27 ','Ctrl epistax     ',"CONTROL OF EPISTAXIS NOS"
'2101 ','27 ','Ctrl epistax     ',"ANT NASAL PACK FOR EPIST"
'2102 ','27 ','Ctrl epistax     ',"POST NASAL PAC FOR EPIST"
'2103 ','27 ','Ctrl epistax     ',"CAUTERY TO STOP EPISTAX"
'2104 ','27 ','Ctrl epistax     ',"ETHMOID ART LIGAT-EPIST"
'2105 ','27 ','Ctrl epistax     ',"MAX ART LIG FOR EPISTAX"
'2106 ','27 ','Ctrl epistax     ',"EXT CAROT ART LIG-EPIST"
'2107 ','27 ','Ctrl epistax     ',"NASAL SEPT GRFT-EPISTAX"
'2109 ','27 ','Ctrl epistax     ',"EPISTAXIS CONTROL NEC"
'215  ','28 ','Plst pr nose     ',"SUBMUC NASAL SEPT RESECT"
'2181 ','28 ','Plst pr nose     ',"NASAL LACERATION SUTURE"
'2182 ','28 ','Plst pr nose     ',"NASAL FISTULA CLOSURE"
'2183 ','28 ','Plst pr nose     ',"TOT NASAL RECONSTRUCTION"
'2184 ','28 ','Plst pr nose     ',"REVISION RHINOPLASTY"
'2185 ','28 ','Plst pr nose     ',"AUGMENTATION RHINOPLASTY"
'2186 ','28 ','Plst pr nose     ',"LIMITED RHINOPLASTY"
'2187 ','28 ','Plst pr nose     ',"RHINOPLASTY NEC"
'2188 ','28 ','Plst pr nose     ',"SEPTOPLASTY NEC"
'2189 ','28 ','Plst pr nose     ',"NASAL REPAIR NEC"
'2301 ','29 ','Dental procs     ',"DECIDUOUS TOOTH EXTRACT"
'2309 ','29 ','Dental procs     ',"TOOTH EXTRACTION NEC"
'2311 ','29 ','Dental procs     ',"RESIDUAL ROOT REMOVAL"
'2319 ','29 ','Dental procs     ',"SURG TOOTH EXTRACT NEC"
'232  ','29 ','Dental procs     ',"TOOTH RESTOR BY FILLING"
'233  ','29 ','Dental procs     ',"TOOTH RESTORAT BY INLAY"
'2341 ','29 ','Dental procs     ',"CROWN APPLICATION"
'2342 ','29 ','Dental procs     ',"FIXED BRIDGE INSERTION"
'2343 ','29 ','Dental procs     ',"INSERT REMOVABLE BRIDGE"
'2349 ','29 ','Dental procs     ',"DENTAL RESTORATION NEC"
'235  ','29 ','Dental procs     ',"TOOTH IMPLANTATION"
'236  ','29 ','Dental procs     ',"PROSTHET DENTAL IMPLANT"
'2370 ','29 ','Dental procs     ',"ROOT CANAL NOS"
'2371 ','29 ','Dental procs     ',"ROOT CANAL W IRRIGATION"
'2372 ','29 ','Dental procs     ',"ROOT CANAL W APICOECTOMY"
'2373 ','29 ','Dental procs     ',"APICOECTOMY"
'244  ','29 ','Dental procs     ',"EXC OF DENTAL LES OF JAW"
'245  ','29 ','Dental procs     ',"ALVEOLOPLASTY"
'246  ','29 ','Dental procs     ',"EXPOSURE OF TOOTH"
'247  ','29 ','Dental procs     ',"ORTHODON APPLIANC APPLIC"
'248  ','29 ','Dental procs     ',"OTHER ORTHODONTIC OPERAT"
'2491 ','29 ','Dental procs     ',"EXTEN BUCCOLABIAL/SULCUS"
'2499 ','29 ','Dental procs     ',"DENTAL OPERATION NEC"
'9654 ','29 ','Dental procs     ',"DENTAL SCALING & DEBRIDE"
'9722 ','29 ','Dental procs     ',"REPLACE DENTAL PACKING"
'9733 ','29 ','Dental procs     ',"REMOVE DENTAL WIRING"
'9734 ','29 ','Dental procs     ',"REMOVE DENTAL PACKING"
'9735 ','29 ','Dental procs     ',"REMOVE DENTAL PROSTHESIS"
'9997 ','29 ','Dental procs     ',"DENTURE FITTING"
'282  ','30 ','Tonsillect       ',"TONSILLECTOMY"
'283  ','30 ','Tonsillect       ',"TONSILLECTOMY/ADENOIDEC"
'286  ','30 ','Tonsillect       ',"ADENOIDECTOMY"
'287  ','30 ','Tonsillect       ',"HEMORR CONTRL POST T & A"
'2121 ','31 ','Dx nose mout     ',"RHINOSCOPY"
'2122 ','31 ','Dx nose mout     ',"NASAL BIOPSY"
'2129 ','31 ','Dx nose mout     ',"NASAL DX PROC NEC"
'2211 ','31 ','Dx nose mout     ',"(CLOSED) NASAL SINUS BX (Begin 1988)"
'2212 ','31 ','Dx nose mout     ',"OPEN BIOPSY NASAL SINUS (Begin 1988)"
'2219 ','31 ','Dx nose mout     ',"NASAL SINUS DX PROC NEC"
'2411 ','31 ','Dx nose mout     ',"GUM BIOPSY"
'2412 ','31 ','Dx nose mout     ',"ALVEOLUS BIOPSY"
'2419 ','31 ','Dx nose mout     ',"TOOTH & GUM DX PROC NEC"
'2501 ','31 ','Dx nose mout     ',"(CLOSED) BIOPSY OF TONGUE (Begin 1988)"
'2502 ','31 ','Dx nose mout     ',"(OPEN)OTH BIOPSY OF TONGUE(Begin 1988)"
'2509 ','31 ','Dx nose mout     ',"TONGUE DX PROCEDURE NEC"
'2611 ','31 ','Dx nose mout     ',"(CLOS)BX SALIV GLAND/DUCT(Begin 1988)"
'2612 ','31 ','Dx nose mout     ',"OPEN BX SALIV GLAND/DUCT (Begin 1988)"
'2619 ','31 ','Dx nose mout     ',"SALIV GLND DX PROC NEC"
'2721 ','31 ','Dx nose mout     ',"BONY PALATE BIOPSY"
'2722 ','31 ','Dx nose mout     ',"UVULA & SOFT PALATE BX"
'2723 ','31 ','Dx nose mout     ',"LIP BIOPSY"
'2724 ','31 ','Dx nose mout     ',"MOUTH BIOPSY NOS"
'2729 ','31 ','Dx nose mout     ',"ORAL CAVITY DX PROC NEC"
'2811 ','31 ','Dx nose mout     ',"TONSIL  &  ADENOID BIOPSY"
'2819 ','31 ','Dx nose mout     ',"TONSIL  &  ADENOID DX OP NEC"
'2911 ','31 ','Dx nose mout     ',"PHARYNGOSCOPY"
'2912 ','31 ','Dx nose mout     ',"PHARYNGEAL BIOPSY"
'2919 ','31 ','Dx nose mout     ',"PHARYNGEAL DX PROC NEC"
'211  ','32 ','nOR nose mou     ',"INCISION OF NOSE"
'2130 ','32 ','nOR nose mou     ',"NASAL LESION EXCIS NOS"
'2131 ','32 ','nOR nose mou     ',"INTRANAS LES DESTRUCTION"
'2132 ','32 ','nOR nose mou     ',"NASAL LES DESTRUCT NEC"
'2171 ','32 ','nOR nose mou     ',"CLOS REDUCTION NASAL FX"
'2191 ','32 ','nOR nose mou     ',"LYSIS OF NASAL ADHESIONS"
'2200 ','32 ','nOR nose mou     ',"SINUS ASPIRAT/LAVAGE NOS"
'2201 ','32 ','nOR nose mou     ',"SINUS PUNCT FOR LAVAGE"
'2202 ','32 ','nOR nose mou     ',"SINUS LAVAGE THRU OSTIUM"
'222  ','32 ','nOR nose mou     ',"INTRANASAL ANTROTOMY"
'240  ','32 ','nOR nose mou     ',"GUM OR ALVEOLAR INCISION"
'2431 ','32 ','nOR nose mou     ',"GUM LESION EXCISION"
'2432 ','32 ','nOR nose mou     ',"SUTURE OF GUM LACERATION"
'2439 ','32 ','nOR nose mou     ',"GUM OPERATION NEC"
'2551 ','32 ','nOR nose mou     ',"SUTURE OF TONGUE LACERAT"
'2591 ','32 ','nOR nose mou     ',"LINGUAL FRENOTOMY"
'2592 ','32 ','nOR nose mou     ',"LINGUAL FRENECTOMY"
'2593 ','32 ','nOR nose mou     ',"LYSIS OF TONGUE ADHESION"
